Job ID,Agent ID,RAM,CPU,Framework Type,Job Runtime
5100,1,1,1,mr_job,14.702197551727295,['mr_job', 1408568, 7, 1]
5101,1,2,1,mr_job,11.901592016220093,['mr_job', 2994964, 5, 3]
5102,1,2,2,mr_job,4.504936456680298,['mr_job', 206677, 2, 1]
5103,1,2,3,mr_job,9.837351083755493,['mr_job', 3282207, 2, 2]
5104,1,1,3,mr_job,21.169515371322632,['mr_job', 2080316, 9, 4]
5107,1,3,1,mr_job,34.279213190078735,['mr_job', 1695811, 3, 1]
5105,1,2,3,mr_job,46.15221357345581,['mr_job', 3284194, 3, 2]
5108,1,4,2,mr_job,48.33343291282654,['mr_job', 1697798, 1, 3]
5113,1,1,3,mr_job,19.169106006622314,['mr_job', 1987, 7, 1]
5115,1,4,1,mr_job,32.924500703811646,['mr_job', 206677, 1, 2]
5106,1,2,1,mr_job,88.96098971366882,['mr_job', 3490871, 8, 1]
5110,1,1,3,mr_job,75.51572585105896,['mr_job', 1904475, 5, 4]
5111,1,1,1,mr_job,83.92742109298706,['mr_job', 1793073, 7, 3]
5114,1,4,2,mr_job,75.64115381240845,['mr_job', 1408568, 6, 1]
5109,1,3,3,mr_job,104.81510066986084,['mr_job', 2790274, 4, 2]
5118,1,3,3,mr_job,63.05915880203247,['mr_job', 1695811, 8, 1]
5122,1,4,3,mr_job,48.81803011894226,['mr_job', 1695811, 2, 3]
5121,1,1,1,mr_job,76.11611270904541,['mr_job', 700597, 2, 2]
5127,1,4,2,mr_job,47.223063230514526,['mr_job', 1201891, 5, 4]
5116,1,3,3,mr_job,124.08669471740723,['mr_job', 1793073, 8, 2]
5117,1,4,2,mr_job,128.61658549308777,['mr_job', 2286993, 8, 1]
5119,1,3,3,mr_job,135.17613673210144,['mr_job', 3284194, 3, 3]
5120,1,4,1,mr_job,140.63770365715027,['mr_job', 1408568, 6, 4]
5112,1,4,1,mr_job,191.3843376636505,['mr_job', 3284194, 4, 1]
5124,1,1,1,mr_job,177.03128123283386,['mr_job', 2288980, 4, 1]
5126,1,2,2,mr_job,162.2731966972351,['mr_job', 1201891, 8, 1]
5130,1,4,1,mr_job,135.93482279777527,['mr_job', 495907, 7, 1]
5123,1,2,2,mr_job,214.76390862464905,['mr_job', 3490871, 2, 1]
5128,1,4,1,mr_job,903.7462363243103,['mr_job', 2994964, 9, 4]
5125,1,3,1,mr_job,929.574068069458,['mr_job', 1904475, 5, 1]
5137,1,4,1,mr_job,826.1911492347717,['mr_job', 206677, 10, 1]
5131,1,3,3,mr_job,897.5556797981262,['mr_job', 1203878, 10, 4]
5139,1,2,3,mr_job,814.292496919632,['mr_job', 1987, 5, 4]
5133,1,3,1,mr_job,881.7140147686005,['mr_job', 1201891, 3, 3]
5140,1,2,1,mr_job,789.0060319900513,['mr_job', 208664, 5, 2]
5129,1,3,2,mr_job,940.6643507480621,['mr_job', 2082303, 8, 2]
5134,1,1,1,mr_job,921.2613821029663,['mr_job', 2286993, 7, 4]
5143,1,3,2,mr_job,63.573524951934814,['mr_job', 495907, 7, 1]
5135,1,1,3,mr_job,912.4847633838654,['mr_job', 1795060, 4, 1]
5141,1,1,2,mr_job,819.5613868236542,['mr_job', 493920, 6, 1]
5142,1,4,2,mr_job,806.8858013153076,['mr_job', 700597, 3, 2]
5138,1,3,2,mr_job,944.4455268383026,['mr_job', 3490871, 8, 1]
5132,1,2,3,mr_job,1013.5124087333679,['mr_job', 3282207, 2, 2]
5148,1,3,2,mr_job,91.8714816570282,['mr_job', 208664, 1, 1]
5151,1,1,1,mr_job,68.96764850616455,['mr_job', 1695811, 4, 3]
5136,1,2,2,mr_job,969.0973610877991,['mr_job', 2996951, 5, 4]
5150,1,3,1,mr_job,80.4470944404602,['mr_job', 495907, 9, 3]
5145,1,3,3,mr_job,160.42180156707764,['mr_job', 1588383, 6, 4]
5147,1,4,3,mr_job,152.49743938446045,['mr_job', 1695811, 6, 2]
5153,1,1,3,mr_job,104.66862535476685,['mr_job', 1201891, 4, 1]
5149,1,2,1,mr_job,110.47675013542175,['mr_job', 2788287, 4, 3]
5144,1,3,1,mr_job,177.93860793113708,['mr_job', 2790274, 9, 2]
5154,1,4,3,mr_job,97.64871311187744,['mr_job', 2788287, 3, 2]
5155,1,2,1,mr_job,66.48507738113403,['mr_job', 493920, 5, 2]
5146,1,4,2,mr_job,230.78270387649536,['mr_job', 3282207, 9, 4]
5152,1,2,2,mr_job,191.81247520446777,['mr_job', 2082303, 1, 4]
5165,1,2,3,mr_job,68.88588666915894,['mr_job', 1695811, 8, 4]
5159,1,1,3,mr_job,119.25118899345398,['mr_job', 1203878, 8, 3]
5160,1,2,1,mr_job,115.7343099117279,['mr_job', 2996951, 4, 4]
5166,1,4,1,mr_job,72.40411853790283,['mr_job', 1987, 3, 2]
5162,1,3,1,mr_job,106.83093643188477,['mr_job', 2996951, 2, 3]
5156,1,4,2,mr_job,153.69822096824646,['mr_job', 1695811, 1, 2]
5157,1,3,1,mr_job,152.10794496536255,['mr_job', 1904475, 2, 1]
5169,1,2,2,mr_job,31.00947594642639,['mr_job', 1586396, 1, 2]
5163,1,2,3,mr_job,119.66024160385132,['mr_job', 1410555, 5, 4]
5158,1,2,3,mr_job,174.99192142486572,['mr_job', 2286993, 3, 4]
5164,1,1,3,mr_job,148.42564058303833,['mr_job', 1904475, 3, 4]
5161,1,1,3,mr_job,158.99012327194214,['mr_job', 2082303, 9, 4]
5177,1,4,1,mr_job,58.82292890548706,['mr_job', 206677, 7, 4]
5171,1,2,3,mr_job,146.72268342971802,['mr_job', 1795060, 9, 3]
5175,1,3,2,mr_job,121.67194485664368,['mr_job', 1695811, 3, 3]
5178,1,3,3,mr_job,103.51037645339966,['mr_job', 1695811, 4, 1]
5167,1,3,2,mr_job,181.40788745880127,['mr_job', 1793073, 7, 3]
5168,1,4,2,mr_job,209.6706862449646,['mr_job', 2996951, 6, 4]
5173,1,4,2,mr_job,230.5122447013855,['mr_job', 2790274, 8, 2]
5176,1,3,1,mr_job,226.95968985557556,['mr_job', 1697798, 2, 4]
5172,1,2,2,mr_job,256.9298632144928,['mr_job', 2994964, 1, 1]
5179,1,3,3,mr_job,221.79396080970764,['mr_job', 1588383, 3, 3]
5180,1,4,1,mr_job,220.63329100608826,['mr_job', 1695811, 5, 3]
5170,1,1,3,mr_job,349.52464628219604,['mr_job', 3490871, 2, 3]
5182,1,1,3,mr_job,241.83365321159363,['mr_job', 1902488, 6, 3]
5181,1,4,3,mr_job,328.5072100162506,['mr_job', 3488884, 9, 3]
5174,1,1,1,mr_job,389.5340144634247,['mr_job', 3488884, 2, 4]
5189,1,4,1,mr_job,214.06764364242554,['mr_job', 3488884, 6, 1]
5192,1,2,3,mr_job,188.34239292144775,['mr_job', 2286993, 1, 4]
5183,1,4,1,mr_job,327.910680770874,['mr_job', 2082303, 4, 2]
5185,1,3,2,mr_job,321.7979829311371,['mr_job', 1793073, 6, 1]
5188,1,2,1,mr_job,225.03588104248047,['mr_job', 2286993, 3, 2]
5184,1,2,3,mr_job,331.83693385124207,['mr_job', 2080316, 2, 2]
5186,1,2,3,mr_job,301.11493015289307,['mr_job', 2994964, 9, 2]
5191,1,1,1,mr_job,280.2679908275604,['mr_job', 2080316, 2, 4]
5196,1,1,2,mr_job,163.15537428855896,['mr_job', 700597, 9, 1]
5200,1,1,1,mr_job,95.36013507843018,['mr_job', 206677, 3, 2]
5190,1,2,2,mr_job,321.71878266334534,['mr_job', 2996951, 1, 3]
5195,1,4,1,mr_job,249.7249665260315,['mr_job', 3284194, 6, 3]
5187,1,4,2,mr_job,404.5973551273346,['mr_job', 2790274, 5, 2]
5204,1,4,2,mr_job,173.87335515022278,['mr_job', 2082303, 8, 1]
5193,1,1,3,mr_job,1167.2056243419647,['mr_job', 2082303, 6, 3]
5194,1,3,3,mr_job,1132.1047246456146,['mr_job', 3490871, 7, 1]
