Job ID,Agent ID,RAM,CPU,Framework Type,Job Runtime
5000,1,3,2,mr_job,20.28433609008789,['mr_job', 495907, 10, 2]
5001,1,4,2,mr_job,16.72377061843872,['mr_job', 1408568, 10, 3]
5002,1,1,1,mr_job,13.360553503036499,['mr_job', 700597, 8, 4]
5003,1,4,3,mr_job,22.642263412475586,['mr_job', 2994964, 8, 1]
5005,1,4,1,mr_job,26.095360040664673,['mr_job', 1410555, 6, 2]
5004,1,3,1,mr_job,39.04239535331726,['mr_job', 2996951, 3, 3]
5006,1,1,1,mr_job,45.849159717559814,['mr_job', 2288980, 2, 3]
5011,1,1,3,mr_job,24.05678105354309,['mr_job', 208664, 10, 4]
5008,1,1,2,mr_job,46.03208780288696,['mr_job', 1410555, 1, 4]
5009,1,4,2,mr_job,65.91339206695557,['mr_job', 1795060, 1, 1]
5007,1,2,3,mr_job,87.03565979003906,['mr_job', 2080316, 4, 1]
5018,1,1,1,mr_job,33.96362543106079,['mr_job', 1588383, 6, 3]
5010,1,1,2,mr_job,84.80623722076416,['mr_job', 1793073, 8, 4]
5019,1,4,1,mr_job,41.27402853965759,['mr_job', 1408568, 3, 1]
5015,1,2,3,mr_job,80.81320571899414,['mr_job', 1201891, 5, 1]
5022,1,2,1,mr_job,39.21903920173645,['mr_job', 208664, 9, 2]
5014,1,2,2,mr_job,96.9496476650238,['mr_job', 1588383, 8, 1]
5024,1,3,3,mr_job,42.56059741973877,['mr_job', 1987, 7, 3]
5017,1,1,3,mr_job,85.41725635528564,['mr_job', 1408568, 9, 4]
5016,1,1,3,mr_job,122.78949236869812,['mr_job', 2080316, 2, 2]
5028,1,2,2,mr_job,39.8059618473053,['mr_job', 2082303, 5, 2]
5026,1,1,1,mr_job,62.02899146080017,['mr_job', 2082303, 10, 4]
5012,1,3,1,mr_job,162.83709740638733,['mr_job', 2790274, 7, 3]
5021,1,4,2,mr_job,116.38843083381653,['mr_job', 1588383, 7, 1]
5025,1,3,3,mr_job,125.57275152206421,['mr_job', 2994964, 2, 2]
5031,1,3,1,mr_job,103.47319555282593,['mr_job', 208664, 1, 2]
