Job ID,Agent ID,RAM,CPU,Framework Type,Job Runtime
50000,1,1,1,mr_job,21.723984718322754,['mr_job', 1588383, 3, 4]
50021,1,2,1,mr_job,8.32441759109497,['mr_job', 493920, 5, 4]
50007,1,3,2,mr_job,17.798495531082153,['mr_job', 3488884, 8, 2]
50044,1,4,3,mr_job,11.552624225616455,['mr_job', 1588383, 7, 4]
50048,1,3,3,mr_job,10.713651418685913,['mr_job', 700597, 1, 2]
50053,1,1,2,mr_job,18.821959495544434,['mr_job', 1904475, 1, 4]
50054,1,3,3,mr_job,24.97363567352295,['mr_job', 2788287, 8, 3]
50089,1,3,2,mr_job,15.306424140930176,['mr_job', 493920, 7, 4]
50086,1,3,2,mr_job,32.52578377723694,['mr_job', 2080316, 8, 4]
50176,1,3,2,mr_job,23.884012460708618,['mr_job', 495907, 2, 3]
50098,1,4,2,mr_job,43.05142641067505,['mr_job', 2996951, 10, 1]
50174,1,3,1,mr_job,26.272643327713013,['mr_job', 700597, 7, 3]
50201,1,1,3,mr_job,13.68114185333252,['mr_job', 1987, 3, 4]
50173,1,1,3,mr_job,36.97374391555786,['mr_job', 1902488, 5, 2]
50116,1,4,1,mr_job,41.321903467178345,['mr_job', 2286993, 8, 2]
50189,1,3,1,mr_job,39.7553596496582,['mr_job', 1695811, 2, 3]
50224,1,2,2,mr_job,43.45585012435913,['mr_job', 700597, 2, 4]
50207,1,3,1,mr_job,52.94669270515442,['mr_job', 1408568, 2, 2]
50210,1,1,3,mr_job,65.12585234642029,['mr_job', 1586396, 9, 1]
50248,1,2,1,mr_job,66.6647515296936,['mr_job', 1586396, 5, 4]
50259,1,2,2,mr_job,76.07906866073608,['mr_job', 1695811, 1, 4]
50202,1,3,1,mr_job,90.70808911323547,['mr_job', 2788287, 7, 2]
50265,1,4,3,mr_job,73.07166266441345,['mr_job', 1410555, 4, 4]
50273,1,4,2,mr_job,66.61004090309143,['mr_job', 1201891, 5, 2]
50397,1,4,2,mr_job,31.37435245513916,['mr_job', 208664, 3, 2]
50329,1,4,3,mr_job,60.03144097328186,['mr_job', 700597, 10, 2]
50425,1,4,2,mr_job,50.96165418624878,['mr_job', 493920, 3, 4]
50305,1,1,3,mr_job,113.33289670944214,['mr_job', 2082303, 10, 4]
50212,1,1,2,mr_job,149.94826006889343,['mr_job', 3490871, 10, 1]
50534,1,2,1,mr_job,54.09971213340759,['mr_job', 493920, 9, 1]
50409,1,2,1,mr_job,102.85775423049927,['mr_job', 1697798, 5, 4]
50453,1,2,1,mr_job,89.21717834472656,['mr_job', 1408568, 6, 4]
50317,1,1,2,mr_job,137.30919432640076,['mr_job', 2288980, 7, 2]
50286,1,2,3,mr_job,163.28767824172974,['mr_job', 3284194, 2, 4]
50523,1,3,2,mr_job,90.79907608032227,['mr_job', 1408568, 10, 2]
50448,1,1,1,mr_job,113.14251756668091,['mr_job', 1904475, 5, 4]
50401,1,3,3,mr_job,114.3731279373169,['mr_job', 1904475, 9, 3]
50535,1,3,2,mr_job,79.18444466590881,['mr_job', 1203878, 6, 3]
50438,1,1,2,mr_job,124.43310689926147,['mr_job', 2082303, 1, 4]
50430,1,4,3,mr_job,95.10423421859741,['mr_job', 1588383, 2, 1]
50362,1,2,2,mr_job,163.36121773719788,['mr_job', 3284194, 6, 4]
50316,1,3,1,mr_job,187.9411916732788,['mr_job', 3490871, 9, 1]
50467,1,4,3,mr_job,77.77571964263916,['mr_job', 1203878, 3, 1]
50538,1,1,1,mr_job,116.10535740852356,['mr_job', 1795060, 3, 2]
50582,1,3,1,mr_job,103.07634282112122,['mr_job', 1697798, 9, 2]
50547,1,1,2,mr_job,116.56967782974243,['mr_job', 1793073, 4, 2]
50589,1,2,1,mr_job,107.51892256736755,['mr_job', 1697798, 5, 4]
50639,1,2,2,mr_job,100.3830714225769,['mr_job', 1410555, 1, 2]
50720,1,2,1,mr_job,109.47126817703247,['mr_job', 1586396, 3, 2]
50601,1,1,1,mr_job,137.56170010566711,['mr_job', 2082303, 6, 3]
50664,1,1,1,mr_job,128.78175282478333,['mr_job', 2082303, 8, 1]
50713,1,1,2,mr_job,107.7727963924408,['mr_job', 1586396, 6, 1]
50551,1,1,3,mr_job,142.6466839313507,['mr_job', 2286993, 9, 4]
50555,1,4,3,mr_job,129.09134650230408,['mr_job', 2082303, 5, 1]
50484,1,3,3,mr_job,181.6964876651764,['mr_job', 3282207, 2, 2]
50741,1,3,1,mr_job,141.03517818450928,['mr_job', 2288980, 7, 1]
50861,1,4,1,mr_job,53.51344895362854,['mr_job', 493920, 10, 1]
50789,1,3,2,mr_job,69.1171555519104,['mr_job', 700597, 4, 4]
50749,1,2,1,mr_job,107.28751111030579,['mr_job', 1586396, 6, 4]
50662,1,4,2,mr_job,172.61158442497253,['mr_job', 2994964, 1, 3]
50774,1,1,1,mr_job,109.99024224281311,['mr_job', 1588383, 4, 3]
50765,1,4,2,mr_job,108.87607145309448,['mr_job', 1588383, 10, 2]
50502,1,3,3,mr_job,184.48791217803955,['mr_job', 3284194, 2, 3]
50698,1,4,2,mr_job,179.96001863479614,['mr_job', 3282207, 4, 2]
50834,1,2,1,mr_job,104.91218638420105,['mr_job', 1586396, 3, 1]
6091,1,2,1,ml,12.557294368743896,['ml', 178, 13, 3]
50631,1,1,3,mr_job,38.0155029296875,['mr_job', 206677, 5, 3]
6114,1,3,1,ml,12.127268075942993,['ml', 569, 30, 2]
6130,1,4,1,ml,9.419047594070435,['ml', 178, 13, 3]
50572,1,1,3,mr_job,62.11317992210388,['mr_job', 700597, 7, 1]
6161,1,1,1,ml,10.580570936203003,['ml', 569, 30, 2]
6161,1,1,1,ml,0.7255640029907227,['ml', 569, 30, 2]
6174,1,2,1,ml,10.661739110946655,['ml', 178, 13, 3]
6199,1,3,1,ml,10.534283638000488,['ml', 569, 30, 2]
6207,1,4,1,ml,10.6736741065979,['ml', 178, 13, 3]
50790,1,1,2,mr_job,117.54784369468689,['mr_job', 1793073, 5, 2]
50897,1,4,1,mr_job,80.2226550579071,['mr_job', 1203878, 1, 3]
50892,1,1,2,mr_job,61.35150504112244,['mr_job', 700597, 4, 2]
50699,1,3,3,mr_job,66.03036236763,['mr_job', 700597, 10, 3]
50748,1,4,3,mr_job,35.93207859992981,['mr_job', 206677, 2, 2]
50995,1,4,1,mr_job,78.91080784797668,['mr_job', 1201891, 8, 4]
6214,1,2,1,ml,10.070478200912476,['ml', 569, 30, 2]
6275,1,4,1,ml,9.499462604522705,['ml', 150, 4, 3]
